,House,Type_transaction,Prijs op aanvraag,Transactieprijs,Transactieprijs per m²,Aanvaarding,days_on_market,NVM makelaar,Adres,Plaats,Telefoon,E-mail,Oppervlakten_en_inhoud_Woonoppervlakte,Oppervlakten_en_inhoud_Gebouwgebonden buitenruimte,Oppervlakten_en_inhoud_Externe bergruimte,Oppervlakten_en_inhoud_Perceeloppervlakte,Oppervlakten_en_inhoud_Inhoud,Indeling_Aantal kamers,Indeling_Aantal badkamers,Indeling_Badkamervoorz.,Indeling_Aantal woonlagen,Indeling_Voorzieningen,Energie_Isolatie,Energie_Verwarming,Energie_Warm water,Energie_C.V. ketel,Onderhoud_Binnen,Onderhoud_Buiten,Bouw_Type,Bouw_Soort,Bouw_Bouwvorm,Bouw_Bouwjaar,Buitenruimte_Ligging,Buitenruimte_Tuin,Buitenruimte_Achtertuin,Buitenruimte_Totale oppervlakte,Buitenruimte_Achterom,Buitenruimte_Kwaliteit,Bergruimte_Schuur/berging,Bergruimte_Voorzieningen,Parkeergelegenheid_Soort parkeergelegenheid,Garage_Soort garage,Text_house,Huurprijs,VBO makelaar,TAO makelaar,LMV makelaar,Bouw_Bouwperiode,69 dagen op de markt,"Aangemeld voor (Huur) € 700,- en (Huur) € 800,- op 30-12-2020",Servicekosten,Oppervlakten_en_inhoud_Overige inpandige ruimte,Energie_Energielabel,Bouw_Subtype,Garage_Capaciteit,Bergruimte_Isolatie,VGM makelaar,104 dagen op de markt,"Aangemeld voor (Huur) € 788,- op 03-12-2020",86 dagen op de markt,"Aangemeld voor (Huur) € 825,- op 08-12-2020",63 dagen op de markt,"Aangemeld voor (Huur) € 875,- en (Huur) € 850,- en (Huur) € 799,- op 19-01-2021",Buitenruimte_Plaats,Parkeergelegenheid_Parkeercapaciteit,Buitenruimte_Voortuin,41 dagen op de markt,"Aangemeld voor (Huur) € 805,- op 27-01-2021","Aangemeld voor (Huur) € 895,- op 18-12-2020",Buitenruimte_Balkon/dakterras,47 dagen op de markt,"Aangemeld voor (Huur) € 925,- op 25-01-2021",Garage_Voorzieningen,Buitenruimte_Geen tuin,Garage_Isolatie,Buitenruimte_Patio/atrium,13 dagen op de markt,"Aangemeld voor (Huur) € 795,- op 04-03-2021",45 dagen op de markt,"Aangemeld voor (Huur) € 900,- op 15-02-2021",25 dagen op de markt,"Aangemeld voor (Huur) € 850,- op 02-03-2021",20 dagen op de markt,"Aangemeld voor (Huur) € 1,- op 05-03-2021","Aangemeld voor (Huur) € 867,- op 27-01-2021",89 dagen op de markt,"Aangemeld voor (Huur) € 1.095,- op 24-12-2020",57 dagen op de markt,"Aangemeld voor (Huur) € 995,- op 15-01-2021",217 dagen op de markt,"Aangemeld voor (Huur) € 1.400,- en (Huur) € 1.295,- op 19-08-2020","Aangemeld voor (Huur) € 1.150,- op 11-02-2021","Aangemeld voor (Huur) € 1.200,- op 12-02-2021",75 dagen op de markt,"Aangemeld voor (Huur) € 1.175,- op 05-01-2021",3 dagen op de markt,"Aangemeld voor (Huur) € 1.150,- en (Huur) € 1,- op 04-03-2021",71 dagen op de markt,"Aangemeld voor (Huur) € 995,- en (Huur) € 1.295,- en (Huur) € 1.200,- en (Huur) € 800,- en (Huur) € 1.195,- op 20-01-2021",32 dagen op de markt,"Aangemeld voor (Huur) € 1.250,- op 05-02-2021",43 dagen op de markt,"Aangemeld voor (Huur) € 1.195,- op 18-01-2021",30 dagen op de markt,"Aangemeld voor (Huur) € 1.350,- op 19-02-2021",Buitenruimte_Zijtuin,88 dagen op de markt,"Aangemeld voor (Huur) € 1.295,- op 07-12-2020",81 dagen op de markt,"Aangemeld voor (Huur) € 1.450,- en (Huur) € 1.395,- en (Huur) € 1.350,- op 08-01-2021",50 dagen op de markt,"Aangemeld voor (Huur) € 1.350,- op 01-02-2021",15 dagen op de markt,"Aangemeld voor (Huur) € 1.390,- op 08-03-2021",262 dagen op de markt,"Aangemeld voor (Huur) € 1.450,- op 30-06-2020","Aangemeld voor (Huur) € 1.450,- op 22-02-2021",72 dagen op de markt,"Aangemeld voor (Huur) € 1.850,- op 06-01-2021",38 dagen op de markt,"Aangemeld voor (Huur) € 1.650,- op 02-02-2021","Aangemeld voor (Huur) € 1.700,- op 03-03-2021",65 dagen op de markt,"Aangemeld voor (Huur) € 1.695,- op 12-01-2021",239 dagen op de markt,"Aangemeld voor (Huur) € 1.750,- op 07-07-2020",84 dagen op de markt,"Aangemeld voor (Huur) € 1.750,- op 08-12-2020","Aangemeld voor (Huur) € 2.100,- en (Huur) € 1.950,- op 04-01-2021",56 dagen op de markt,"Aangemeld voor (Huur) € 1.895,- op 08-01-2021","Aangemeld voor (Huur) € 1.995,- op 27-12-2020","Aangemeld voor (Huur) € 1.895,- op 12-01-2021",123 dagen op de markt,"Aangemeld voor (Huur) € 1.900,- op 30-10-2020",116 dagen op de markt,"Aangemeld voor (Huur) € 1.950,- op 06-11-2020",80 dagen op de markt,"Aangemeld voor (Huur) € 1.850,- op 19-12-2020",76 dagen op de markt,"Aangemeld voor (Huur) € 1.995,- op 31-12-2020",95 dagen op de markt,"Aangemeld voor (Huur) € 1.950,- op 04-12-2020",92 dagen op de markt,"Aangemeld voor (Huur) € 1.900,- en (Huur) € 1.950,- op 09-12-2020",162 dagen op de markt,"Aangemeld voor (Huur) € 2.500,- en (Huur) € 2.250,- op 16-10-2020",29 dagen op de markt,"Aangemeld voor (Huur) € 2.150,- op 08-02-2021",221 dagen op de markt,"Aangemeld voor (Huur) € 2.400,- en (Huur) € 2.100,- op 17-08-2020",93 dagen op de markt,"Aangemeld voor (Huur) € 2.500,- op 28-12-2020",363 dagen op de markt,"Aangemeld voor (Huur) € 2.400,- en (Huur) € 2.350,- en (Huur) € 2.200,- op 04-03-2020",35 dagen op de markt,"Aangemeld voor (Huur) € 2.200,- op 24-02-2021",150 dagen op de markt,"Aangemeld voor (Huur) € 3.000,- en (Huur) € 2.500,- op 12-10-2020",97 dagen op de markt,"Aangemeld voor (Huur) € 2.750,- op 02-12-2020",103 dagen op de markt,"Aangemeld voor (Huur) € 2.650,- op 19-11-2020","Aangemeld voor (Huur) € 3.250,- en (Huur) € 2.950,- op 06-08-2020",49 dagen op de markt,"Aangemeld voor (Huur) € 2.800,- op 05-02-2021",33 dagen op de markt,"Aangemeld voor (Huur) € 2.950,- op 15-02-2021",124 dagen op de markt,"Aangemeld voor (Huur) € 3.750,- op 02-11-2020","Aangemeld voor (Huur) € 3.350,- en (Huur) € 3.200,- op 11-02-2021","Aangemeld voor (Huur) € 3.500,- op 28-01-2021",181 dagen op de markt,"Aangemeld voor (Huur) € 6.900,- en (Huur) € 5.900,- op 10-09-2020",Bouw_Soort Woonhuis,1.050 dagen op de markt,"Aangemeld voor (Huur) € 2.400,- op 17-04-2018",Buitenruimte_Ligging tuin,Vraagprijs
11,"Vaartstraat 21, 4553 AN Philippine",In verhuur genomen,-,"€ 685,-","€ 8,56",Per datum 01-03-2021,16,-,Stationsstraat 5,4551 EK  Sas Van Gent,0115-454544,rdemeijer@zeelandnet.nl,80 m²,-,10 m²,189 m²,250 m³,3 kamers (2 slaapkamers),1,"Douche, Toilet, Wastafel",2 woonlagen,-,Grotendeels dubbelglas,C.V.-Ketel,C.V.-Ketel,"Intergas (Gas gestookt combiketel uit 2021, eigendom)",goed,goed,Woonhuis,"Eengezinswoning, tussenwoning",bestaande bouw,1930,Beschutte ligging,Achtertuin,23 m² (5.0m diep / 4.5m breed),111 m²,Ja,Normaal,Vrijstaand steen,Voorzien van elektra,-,Geen garage,"Knusse tussenwoning aan de rand van Philippine met moestuin indien gewenst, geschikt voor kleine huishoudens ( 2 slkm ).  
Indeling
Hal, mk. doorzon woonkamer met schouw, open keuken met inbouwapparatuur, badkamer voorzien van toilet, wastafel en douchecabine, combi-ketel HR Intergas 2021
Eerste verdieping
Overloop met kastruimte, twee slaapkamers ( 8 m2-7 m2 ) 
Tuin
Tuintje geheel betegeld ( 20 m2 ) met toegang naar de berging ( 10 m2 ) met achter de berging een moestuin indien gewenst! 
Bijzonderheden
Woning is voorzien van cv met HR combi Intergas van 2021, houten en kunststof kozijnwerk met grotendeels dubbele beglazing.","€ 685,- p.m.",Makelaardij Ruud de Meijer,-,-,1906-1930,-,-,"€ 1,-",5 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,"Ledelplein 15, 4501 BM Oostburg",In verhuur genomen,-,"€ 700,-","€ 10,-",Per datum 16-02-2021,47,"Van Hoeve Makelaars, Taxateurs en Adviseurs",Herengracht 3,4531 GM  Terneuzen,0115-621300,wonen@vhm123.nl,70 m²,-,-,194 m²,345 m³,3 kamers (2 slaapkamers),1,Douche,2 woonlagen en een zolder,-,-,C.V.-Ketel,C.V.-Ketel,-,goed,goed,Woonhuis,"Eengezinswoning, tussenwoning",bestaande bouw,1952,In centrum en in woonwijk,Achtertuin,140 m² (21.5m diep / 6.5m breed),-,Ja,-,-,-,-,Vrijstaand steen,"Ledelplein 15, Oostburg
 
Tussenwoning met vrijstaande stenen garage.
Indeling : 
Begane grond: hal, meterkast, toilet, trapkast (kelder), woonkamer met tuindeuren en dichte keuken met deur naar tuin.
 
1e verdieping : overloop, badkamer met douche en wastafel, 2 slaapkamers en 1 bergkamertje voor evt. wasmachine, cv-ketel in kast.
 
2e verdieping : zolder is bereikbaar door middel van een luik.
 
 
Ruime parkeergelegenheid op het Ledelplein.
 
De garage is achteraan bereikbaar via een ruime parking.","€ 700,- p.m.",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,"Berkenlaan 19, 6163 TM Geleen",In verhuur genomen,-,"€ 700,-","€ 10,77",Direct,18,-,Rijksweg Zuid 146,6161 BT  Geleen,085-0207777,info@lassoo.nl,65 m²,6 m²,8 m²,135 m²,230 m³,3 kamers (2 slaapkamers),-,-,2 woonlagen en een kelder,-,-,C.V.-Ketel,C.V.-Ketel,-,goed,redelijk tot goed,Woonhuis,"Eengezinswoning, tussenwoning",bestaande bouw,1927,-,Achtertuin en voortuin,-,-,-,-,Vrijstaand steen,-,Openbaar parkeren,Geen garage,"Knusse tussenwoning met tuin in een kindvriendelijke omgeving op korte afstand van diverse voorzieningen en uitvalswegen.
In de wijk ""Lindeheuvel"" te huur een fraaie en grotendeels gerenoveerde tussenwoning met voor- en achtertuin. 
Indeling:
Souterrain: Provisiekelder (3.03x1.75m)
Begane grond: Entree/hal met meterkast en opgaande trap naar de verdieping. Woonkamer (4.60x3.65m)  met deur naar de aan de achtergelegen tuin. Keuken (2.70x2.65m) vernieuwd in 2018 en voorzien van o.a. een 4 pits gaskookplaat,  wasemkap, Koelkast en oven.  In de aanbouw aan de achterzijde is de bijkeuken en toilet. Hier is ook de cv-ketel geïnstalleerd (Remeha Avanta HR). De ca. 12 meter diepe tuin, geheel beklinkerd, heeft een poort naar een pad aan de achterzijde en een vrijstaande stenen tuinberging.
Eerste verdieping:
Overloop naar twee slaapkamers. Slaapkamer 1( 4.25x2.30m) aan de achterzijde en slaapkamer 2 (3.60x2.20m) aan de voorzijde. De badkamer (3.20x2.15m) is voorzien van een plavuizen vloer, ligbad met douche en spatwand, wastafel en tweede toilet (wandcloset).
Tweede verdieping:
Vlizotrap naar een bergzolder.","€ 700,- p.m.",Lassoo Makelaars & Taxateurs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,"Van Limburg Stirumstraat 30 b, 1781 VB Den Helder",In verhuur genomen,-,"€ 700,-","€ 11,67",Direct,13,Makelaardij Bakker,Buys Ballotstraat 2,1782 HK  Den Helder,0223-614844,info@makelaarbakker.nl,60 m²,6 m²,-,684 m²,150 m³,2 kamers (1 slaapkamer),1,Douche,1 woonlaag,-,-,C.V.-Ketel,C.V.-Ketel,-,goed,goed,Woonhuis,"Eengezinswoning, tussenwoning",bestaande bouw,0,"Aan rustige weg, in woonwijk, vrij uitzicht en beschutte ligging",Geen tuin,-,-,-,-,-,-,Openbaar parkeren,Geen garage,"Geheel vernieuwd appartement aangeboden in Den Helder gelegen aan de Limburg van Stirumstaat 30b.
Dit appartement is voorzien van een functioenele keuken, badkamer en toilet. 
Verder bestaat het appartement uit: entree, grote woonkamer met open keuken, badkamer, separaat toilet en 1 slaapkamer. 
Locatie; 
- gezellige buurt 
- dichtbij een supermarkt 
- vlakbij het station 
- prachtig uitzicht 
- parkeergelegenheid voor de deur 
Aanvaarding 
Na ondertekening van de huurovereenkomst per direct te betrekken voor minimaal 1 jaar. 
Bezichtiging is mogelijk op afspraak.
De verhuurder is zeer alert op illegale hennepteelt dus mensen met groene vingers hoeven niet te reageren.","€ 700,- p.m.",-,-,-,1906-1930,-,-,-,-,-,Repeterend permanent,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,"Oude Dijk 69, 7588 RV Beuningen",Direct verhuurd,-,"€ 700,-","€ 70,-",In overleg,1,Weusthuis Makelaardij Tubbergen B.V.,Nassaustraat 9,7651 CX  Tubbergen,0546 - 727 828,info@weusthuismakelaardij.nl,10 m²,10 m²,10 m²,-,100 m³,1 kamer,-,-,1 woonlaag,-,-,-,-,-,goed,goed,Woonhuis,"Eengezinswoning, 2-onder-1-kapwoning",bestaande bouw,1000,-,Geen tuin,-,-,-,-,-,-,-,Geen garage,Het object is verhuurd voor aanmelding.,"€ 700,- p.m.",-,-,-,-,-,-,-,10 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16,"Julianastraat 16, 4694 CJ Scherpenisse",In verhuur genomen,-,"€ 710,-","€ 8,88",In overleg,33,-,Eendrachtsweg 9,4691 EK  Tholen,0166-728900,info@neeskens.com,80 m²,-,-,90 m²,262 m³,5 kamers (4 slaapkamers),1,Douche,2 woonlagen en een zolder,Tv kabel,"Dakisolatie, dubbel glas en gedeeltelijk dubbel glas",C.V.-Ketel,C.V.-Ketel,"Nefit (Gas gestookt combiketel uit 2016, eigendom)",uitstekend,uitstekend,Woonhuis,"Eengezinswoning, tussenwoning",bestaande bouw,1936,Aan rustige weg,Achtertuin,28 m² (5.5m diep / 5.0m breed),-,Ja,Normaal,Vrijstaand hout,-,Openbaar parkeren,Geen garage,"Aan de Julianastraat 16 te Scherpenisse mag Neeskens Makelaars u nu deze nette tussenwoning te huur aanbieden. De woning bestaat uit een nette keuken en woonkamer op de begane grond en een drietal slaapkamers op de eerste verdieping. Daarnaast biedt de zolder, met vaste trap te bereiken, nog meer mogelijkheden. 
BEGANE GROND
Via de entree aan de voorzijde komt u de woning binnen in de hal. De hal geeft toegang tot de meterkast en de woonkamer. De ruime woonkamer is over de gehele breedte van de woning gelegen. Aansluitend op de woonkamer volgt het keukengedeelte. De keuken bestaat uit koelkast, gaskookplaat, afzuigkap en combimagnetron. Vanuit de keuken is de achtertuin te bereiken. Naast de keuken zijn de badkamer en het toilet gelegen. De badkamer bestaat uit een douche en wastafel. 
1E VERDIEPING
De eerste verdieping bestaat naast de overloop uit een drietal slaapkamers. De ouderslaapkamer is aan de achterzijde gelegen. Aan de voorzijde zijn de andere twee kamers gelegen.
2E VERDIEPING
Via de vaste trap vanaf de overloop is de zolder op de tweede verdieping te bereiken. De zolder is volledig afgewerkt en kan zo voor meerdere doeleinden gebruikt worden. Op de zolder is ook de Cv-opstelling uit 2016 terug te vinden.
TUIN
Vanuit de keuken komt u in de onderhoudsarme achtertuin. In de hoek is de houten berging terug te vinden. Ook via de vrije achterom is de achtertuin te bereiken.","€ 710,- p.m.",Neeskens Makelaars,-,-,-,-,-,-,-,-,-,-,Geen isolatie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,"Canisvlietstraat 5, 4554 AC Westdorpe",In verhuur genomen,-,"€ 710,-","€ 9,86",Direct,36,-,Terneuzensestraat 10,4543 BN  Zaamslag,0115-432514,info@reham.nl,72 m²,-,-,191 m²,160 m³,3 kamers (1 slaapkamer),-,-,2 woonlagen,Rolluiken,Dubbel glas,C.V.-Ketel,-,"Nefit Ecomline (Gas gestookt combiketel uit 1998, eigendom)",goed,goed,Woonhuis,"Eengezinswoning, hoekwoning",bestaande bouw,1900,Aan rustige weg,Achtertuin,-,-,-,-,-,-,Openbaar parkeren,Geen garage,"Leuke halfvrijstaande woning met schuurtje en tuintje gelegen nabij het natuurgebied ''Canisvliet'' op 191 m2 eigen grond.
Indeling: Woonkamer, keuken met eenvoudig keukenblok, bijkeuken, toilet en douche met wastafel. Op de 1e verdieping bevinden zich 2 slaapkamers. 
Extra informatie:
- De woning is volledig gemeubileerd
- Aanvaarding: in overleg
- Huur termijn: 12 maanden
- De vermelde huurprijs is exclusief de kosten voor gas, water en elektra
- De vermelde huurprijs is exclusief de kosten voor internet en televisie
- Roken niet toegestaan
- Huisdieren in overleg met verhuurder
- Borg: 1 maand","€ 710,- p.m.",Reham Makelaars & Taxateurs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18,"Europalaan-Noord 73, 6021 EG Budel",Direct verhuurd,-,"€ 720,-","€ 9,-",Per datum 01-01-2020,1,-,Nieuwstraat 18 a,6021 HS  Budel,0495/525.131,info@vanderstraatenmakelaardij.nl,80 m²,6 m²,7 m²,144 m²,210 m³,4 kamers (3 slaapkamers),-,-,2 woonlagen,-,Dubbel glas,C.V.-Ketel,C.V.-Ketel,Junkers bosch HR combiketel,goed,goed,Woonhuis,"Eengezinswoning, tussenwoning",bestaande bouw,1965,In bosrijke omgeving,Tuin rondom,-,-,Ja,Normaal,-,-,-,Parkeerplaats,"UITSTEKEND AFGEWERKTE, TUSSENWONING MET BERGING EN TUIN, GELEGEN OP LOOPAFSTAND VAN HET CENTRUM.
Bouwjaar: 1965.. Perceel: 144 m². Inhoud: ca. 210 m³. Woonopp.: ca. 80 m².
Beschikbaar: eind februari 2019.
Begane grond:
Entree met een antraciet tegelvloer. Volledig betegeld toilet met een duoblok en een raampje.  
Onder de trapopgang bevindt zich een bergkast met een meterkast (5 groepen + 2x aardlekschakelaar + krachtstroom) en een luik naar de kruipruimte.  
Gezellige 'doorzon' woonkamer met een parky parketvloer en een strakke schouw met een sfeervolle gelkachel. Aan de achterzijde via een terrasdeur toegang tot de tui. Veel lichtinval door een tweetal grote raampartijen met dubbele beglazing. 
Vanuit de woonkamer via een open doorgang naar de keuken.
Keuken met een antraciet tegelvloer en een moderne keukeninrichting, voorzien van een RVS spoelbak, een elektrische kookplaat, een afzuigkap, een elektrische oven, een combimagnetron, een koelkast en een vaatwasser. Via een 'doorkijk' zicht op de eethoek. 
1e Verdieping:
Vanuit de entree met ,met vloerbedekking beklede, trap naar de overloop. Overloop met een laminaatvloer. 
CV-wasruimte, met een laminaatvloer. Hier bevinden zich de aansluitingen voor de wasapparatuur en de Junkers Bosch HR combiketel. 
Twee ruimere slaapkamers met een laminaatvloer.
Moderne, volledig betegelde doucheruimte met een inloopdouche met thermostaatkraan en een badmeubel met vaste wastafel en een spiegel. 
Buiten:
Tuin is gesitueerd op het zuiden! Aan de achtergevel bevindt zich een elektrische zonneluifel over de gehele breedte van de woning. De tuin is onderhoudsvriendelijk aangelegd met o.a. een cobblestones terras en grindtuin, een overdekt terras en een overdekte stalling.De achtertuin is volledig omheind middels een houten schutting met een poort voor de achterom. De stenen berging is gelegen rechts naast het woningblok. 
Bijzonderheden:
- Op loopafstand gelegen van het winkelcentrum en nabij uitvalswegen
- De onderhoudsvriendelijke achtertuin is gesitueerd op het zuiden 
- Gemoderniseerde woning met nette doucheruimte en moderne keukeninrichting
- Grotendeels hardhouten kozijnen met dubbele beglazing
- Alle vloeren en ramen worden gestoffeerd opgeleverd
- Huisdieren (honden/katten) niet toegestaan!
- De huurprijs is exclusief gas, water en elektra
- De waarborgsom bedraagt twee maandhuren
- Interesse in deze woning, vraag dan een inschrijfformulier op!","€ 720,- p.m.",-,-,van der Straaten Makelaardij,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,"H.J. Topstraat 55, 9645 CG Veendam",In verhuur genomen,-,"€ 721,-","€ 9,61",In overleg,18,-,Beneden Oosterdiep 63 A,9641 JB  Veendam,0598 - 317788,info@vestal.nl,75 m²,-,14 m²,145 m²,200 m³,4 kamers (3 slaapkamers),1,"Douche, Wastafel",2 woonlagen,Mechanische ventilatie en tv kabel,Dakisolatie en dubbel glas,C.V.-Ketel,C.V.-Ketel,-,goed,goed,Woonhuis,"Eengezinswoning, hoekwoning",bestaande bouw,0,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zonneterras",54 m² (9.0m diep / 6.0m breed),-,Ja,Normaal,Vrijstaand steen,-,-,Parkeerplaats,"Te huur voor onbepaalde tijd!
Gelegen nabij het centrum, een nette hoekwoning met vrijstaande stenen berging, houten chalet en tuin op het zuidoosten. De woning bevindt zich op korte afstand van voorzieningen zoals een basisschool, supermarkt, winkels en het openbaar vervoer.
Op de begane grond treft u een entree/hal, toilet, woonkamer en open keuken aan. De keuken is voorzien van diverse inbouwapparatuur zoals koel-vriescombinatie, oven, 4 pits-kookplaat en afzuigkap.
Op de eerste verdieping komt u via de overloop naar de 3 slaapkamers, allen voorzien van laminaatvloer. De badkamer beschikt over een douche en een wastafel.
Extra:
* Houten chalet voorzien van elektra
Huurvoorwaarden:
* borg 1 maandhuur
* Minimale huurperiode 12 maanden
* servicekosten €16,50 per maand
Om sneller in aanmerking te kunnen komen voor een woning zouden wij u willen adviseren een inschrijving te doen op onze website.","€ 721,- p.m.",-,-,-,1945-1959,-,-,"€ 16,50",-,-,-,-,-,Vestal VGM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,"Dorpstraat 2 b, 6137 SV Sittard",In verhuur genomen,-,"€ 725,-","€ 9,18",Per datum 02-04-2021,3,-,Steenweg 58,6131 BG  Sittard,046-4000060,info@smeetsvastgoed.nl,79 m²,-,-,-,240 m³,4 kamers (1 slaapkamer),-,-,1 woonlaag,-,-,-,-,-,goed,goed,Woonhuis,"Eengezinswoning, geschakelde woning",bestaande bouw,2008,-,Geen tuin,-,-,-,-,-,-,-,Geen garage,"NIEUW
Aan een hofje gelegen woning (Broeksittard) met omsloten patiotuin, 
Indeling:
Begane grond
- Hal/entree/garderobe
- Volledig betegeld toilet met zwevend toilet en fonteintje.
- Woonkamer (8.95 * 4.65m) met openslaande deuren naar de patio tuin. 
- Keuken (circa 13m²) met een moderne keukeninstallatie v.v. apparatuur
  (afzuiging, koelkast, vaatwasser en gaskookplaat ).
1e Verdieping
- Overloop
- Volledig betegelde badkamer voorzien van een douche, wastafel en 2e toilet met wandcloset
- 1 slaapkamer, in open verbinding met de woonkamer.
- Berging alwaar cv, en aansluitpunten voor witgoed. 
- De kozijnen zijn van hout met dubbele beglazing.
Verder bijzonderheden:
* 1 maand borg te voldoen voor aanvang.
* Geen huisdieren toegestaan. 
* Bij interesse gelieve 3 recente loonstroken en een geldig legitimatiebewijs te mailen naar info@smeetsvastgoed.nl","€ 725,- p.m.",Smeets Vastgoed B.V.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
